paper_idx,arxiv_id,year,total_citations,num_references,paper_age,citations_per_year
9849,712.3541,2007,184,36,18,9.68421052631579
6635,710.0854,2007,184,65,18,9.68421052631579
868,704.336,2007,183,19,18,9.631578947368421
2528,706.1731,2007,183,54,18,9.631578947368421
3516,707.1561,2007,183,55,18,9.631578947368421
2856,706.3113,2007,183,91,18,9.631578947368421
5658,709.151,2007,183,66,18,9.631578947368421
4079,707.4052,2007,183,73,18,9.631578947368421
7860,711.0418,2007,182,43,18,9.578947368421053
5562,709.1144,2007,182,47,18,9.578947368421053
6505,710.037,2007,181,24,18,9.526315789473685
579,704.2249,2007,181,83,18,9.526315789473685
6623,710.0798,2007,181,33,18,9.526315789473685
5784,709.2044,2007,181,50,18,9.526315789473685
6339,709.4294,2007,180,82,18,9.473684210526315
1058,705.0182,2007,180,145,18,9.473684210526315
995,704.3925,2007,180,114,18,9.473684210526315
1614,705.2542,2007,180,56,18,9.473684210526315
8808,711.452,2007,180,37,18,9.473684210526315
6558,710.0588,2007,180,64,18,9.473684210526315
8471,711.2923,2007,180,33,18,9.473684210526315
32,704.0212,2007,180,35,18,9.473684210526315
2393,706.122,2007,179,57,18,9.421052631578947
6485,710.0288,2007,179,39,18,9.421052631578947
3730,707.2559,2007,179,66,18,9.421052631578947
7575,710.5171,2007,179,12,18,9.421052631578947
4459,708.1,2007,179,51,18,9.421052631578947
6773,710.1458,2007,179,95,18,9.421052631578947
5398,709.0542,2007,178,39,18,9.368421052631579
7804,711.0231,2007,178,33,18,9.368421052631579
3198,707.0106,2007,178,36,18,9.368421052631579
9358,712.1563,2007,178,48,18,9.368421052631579
8013,711.111,2007,177,91,18,9.31578947368421
3348,707.0737,2007,177,86,18,9.31578947368421
2172,706.0263,2007,177,29,18,9.31578947368421
2333,706.0986,2007,177,118,18,9.31578947368421
8472,711.2929,2007,177,59,18,9.31578947368421
3077,706.4033,2007,177,39,18,9.31578947368421
1,704.0009,2007,177,54,18,9.31578947368421
565,704.2196,2007,176,30,18,9.263157894736842
9044,712.043,2007,176,35,18,9.263157894736842
3447,707.1214,2007,176,90,18,9.263157894736842
5670,709.1561,2007,176,18,18,9.263157894736842
4002,707.3645,2007,176,67,18,9.263157894736842
8640,711.3792,2007,176,59,18,9.263157894736842
6884,710.1887,2007,175,22,18,9.210526315789474
5538,709.1046,2007,175,52,18,9.210526315789474
4832,708.2578,2007,175,84,18,9.210526315789474
5750,709.1926,2007,174,91,18,9.157894736842104
9221,712.113,2007,174,70,18,9.157894736842104
3801,707.2775,2007,174,28,18,9.157894736842104
3347,707.0736,2007,174,79,18,9.157894736842104
9666,712.2825,2007,174,46,18,9.157894736842104
7999,711.1048,2007,174,25,18,9.157894736842104
6691,710.1084,2007,174,58,18,9.157894736842104
1159,705.0618,2007,173,88,18,9.105263157894736
2830,706.3019,2007,173,24,18,9.105263157894736
4412,708.0821,2007,173,88,18,9.105263157894736
5301,709.019,2007,173,46,18,9.105263157894736
8767,711.4352,2007,173,57,18,9.105263157894736
2690,706.2399,2007,173,61,18,9.105263157894736
4069,707.4005,2007,172,30,18,9.052631578947368
3476,707.135,2007,172,163,18,9.052631578947368
8783,711.4391,2007,172,82,18,9.052631578947368
2164,706.0224,2007,172,52,18,9.052631578947368
7037,710.2542,2007,171,59,18,9.0
3364,707.0847,2007,171,59,18,9.0
1547,705.2266,2007,171,37,18,9.0
3216,707.0196,2007,171,76,18,9.0
6243,709.3898,2007,171,43,18,9.0
851,704.3282,2007,170,28,18,8.947368421052632
3547,707.1711,2007,170,86,18,8.947368421052632
5438,709.0691,2007,169,59,18,8.894736842105264
4464,708.102,2007,169,83,18,8.894736842105264
5886,709.2451,2007,169,55,18,8.894736842105264
1793,705.3272,2007,169,87,18,8.894736842105264
8664,711.3922,2007,169,29,18,8.894736842105264
7381,710.4151,2007,169,50,18,8.894736842105264
6720,710.1198,2007,168,52,18,8.842105263157896
7095,710.2882,2007,168,122,18,8.842105263157896
179,704.0792,2007,168,61,18,8.842105263157896
1915,705.3837,2007,168,29,18,8.842105263157896
5077,708.3622,2007,168,19,18,8.842105263157896
293,704.117,2007,168,35,18,8.842105263157896
2185,706.033,2007,167,86,18,8.789473684210526
1041,705.0127,2007,167,47,18,8.789473684210526
6941,710.2157,2007,167,112,18,8.789473684210526
5957,709.2743,2007,167,42,18,8.789473684210526
6106,709.3367,2007,166,18,18,8.736842105263158
4733,708.2081,2007,166,34,18,8.736842105263158
3802,707.2778,2007,166,27,18,8.736842105263158
8098,711.1493,2007,166,40,18,8.736842105263158
9045,712.0435,2007,166,26,18,8.736842105263158
313,704.1244,2007,166,126,18,8.736842105263158
1954,705.3984,2007,165,44,18,8.68421052631579
7409,710.4294,2007,165,57,18,8.68421052631579
8777,711.4373,2007,164,57,18,8.631578947368421
7645,710.5474,2007,164,26,18,8.631578947368421
2717,706.2562,2007,164,85,18,8.631578947368421
