paper_idx,arxiv_id,year,total_citations,num_references,paper_age,citations_per_year
6077,709.3271,2007,87,29,18,4.578947368421052
6223,709.3828,2007,87,28,18,4.578947368421052
6778,710.148,2007,87,78,18,4.578947368421052
4347,708.0498,2007,87,41,18,4.578947368421052
3900,707.3203,2007,87,78,18,4.578947368421052
143,704.0645,2007,87,21,18,4.578947368421052
228,704.095,2007,87,47,18,4.578947368421052
3165,706.4431,2007,87,31,18,4.578947368421052
5816,709.219,2007,87,48,18,4.578947368421052
7184,710.3326,2007,87,122,18,4.578947368421052
8904,711.4856,2007,86,65,18,4.526315789473684
5641,709.1471,2007,86,75,18,4.526315789473684
773,704.303,2007,86,35,18,4.526315789473684
5776,709.2025,2007,86,44,18,4.526315789473684
119,704.0518,2007,86,48,18,4.526315789473684
8436,711.2752,2007,86,66,18,4.526315789473684
6792,710.1542,2007,86,60,18,4.526315789473684
8555,711.3344,2007,86,29,18,4.526315789473684
4495,708.1144,2007,86,39,18,4.526315789473684
789,704.3073,2007,86,25,18,4.526315789473684
1877,705.3647,2007,86,52,18,4.526315789473684
5584,709.1224,2007,86,29,18,4.526315789473684
6410,709.4581,2007,86,47,18,4.526315789473684
8467,711.2906,2007,86,94,18,4.526315789473684
6896,710.1944,2007,86,31,18,4.526315789473684
2326,706.095,2007,86,35,18,4.526315789473684
5378,709.0488,2007,86,40,18,4.526315789473684
9695,712.2902,2007,86,43,18,4.526315789473684
4416,708.0828,2007,86,68,18,4.526315789473684
7498,710.4726,2007,86,51,18,4.526315789473684
2090,705.4614,2007,86,80,18,4.526315789473684
7317,710.3867,2007,86,52,18,4.526315789473684
6307,709.4197,2007,86,19,18,4.526315789473684
4562,708.1365,2007,85,42,18,4.473684210526316
2360,706.1094,2007,85,36,18,4.473684210526316
9477,712.2017,2007,85,89,18,4.473684210526316
2598,706.2008,2007,85,66,18,4.473684210526316
2767,706.2723,2007,85,81,18,4.473684210526316
3744,707.2608,2007,85,101,18,4.473684210526316
3811,707.2801,2007,85,30,18,4.473684210526316
1967,705.4043,2007,85,177,18,4.473684210526316
5386,709.052,2007,85,42,18,4.473684210526316
6305,709.4186,2007,85,18,18,4.473684210526316
3627,707.207,2007,85,51,18,4.473684210526316
3071,706.4021,2007,85,26,18,4.473684210526316
1898,705.3758,2007,85,35,18,4.473684210526316
9834,712.3482,2007,85,41,18,4.473684210526316
5768,709.1972,2007,85,50,18,4.473684210526316
5285,709.0119,2007,85,35,18,4.473684210526316
6043,709.3113,2007,85,53,18,4.473684210526316
5224,708.4274,2007,85,16,18,4.473684210526316
357,704.1393,2007,85,44,18,4.473684210526316
3468,707.1328,2007,84,40,18,4.421052631578948
1283,705.117,2007,84,80,18,4.421052631578948
5200,708.4169,2007,84,77,18,4.421052631578948
7042,710.2563,2007,84,52,18,4.421052631578948
9067,712.0497,2007,84,77,18,4.421052631578948
9757,712.3165,2007,84,81,18,4.421052631578948
885,704.3441,2007,84,49,18,4.421052631578948
4321,708.0387,2007,84,40,18,4.421052631578948
6836,710.1708,2007,84,18,18,4.421052631578948
1337,705.1437,2007,84,39,18,4.421052631578948
3640,707.2128,2007,84,66,18,4.421052631578948
5578,709.1182,2007,84,55,18,4.421052631578948
9667,712.2826,2007,84,38,18,4.421052631578948
8636,711.3783,2007,84,79,18,4.421052631578948
3705,707.2443,2007,84,31,18,4.421052631578948
9664,712.2822,2007,84,29,18,4.421052631578948
1980,705.4096,2007,84,63,18,4.421052631578948
3729,707.2548,2007,84,17,18,4.421052631578948
6127,709.3462,2007,84,20,18,4.421052631578948
1279,705.116,2007,84,46,18,4.421052631578948
8615,711.365,2007,84,40,18,4.421052631578948
7939,711.077,2007,84,0,18,4.421052631578948
969,704.38,2007,84,66,18,4.421052631578948
555,704.2175,2007,84,8,18,4.421052631578948
2815,706.2959,2007,84,81,18,4.421052631578948
7472,710.4543,2007,84,12,18,4.421052631578948
6739,710.1297,2007,84,47,18,4.421052631578948
1349,705.1513,2007,83,30,18,4.368421052631579
7047,710.2618,2007,83,101,18,4.368421052631579
4565,708.1376,2007,83,50,18,4.368421052631579
7540,710.5028,2007,83,28,18,4.368421052631579
6351,709.4333,2007,83,63,18,4.368421052631579
6690,710.1082,2007,83,76,18,4.368421052631579
6812,710.1634,2007,83,39,18,4.368421052631579
4517,708.1196,2007,83,58,18,4.368421052631579
4859,708.2702,2007,83,55,18,4.368421052631579
6652,710.092,2007,83,20,18,4.368421052631579
6506,710.0371,2007,83,58,18,4.368421052631579
1723,705.3033,2007,83,47,18,4.368421052631579
4927,708.2918,2007,83,27,18,4.368421052631579
3661,707.2249,2007,83,50,18,4.368421052631579
4869,708.2728,2007,83,35,18,4.368421052631579
9709,712.2979,2007,83,81,18,4.368421052631579
3805,707.2787,2007,83,69,18,4.368421052631579
6147,709.3548,2007,83,26,18,4.368421052631579
2087,705.4603,2007,83,39,18,4.368421052631579
8016,711.1119,2007,83,62,18,4.368421052631579
1265,705.1097,2007,83,26,18,4.368421052631579
5865,709.238,2007,83,74,18,4.368421052631579
6148,709.355,2007,83,28,18,4.368421052631579
3258,707.0393,2007,83,84,18,4.368421052631579
9156,712.0839,2007,83,102,18,4.368421052631579
9224,712.1136,2007,82,12,18,4.315789473684211
8358,711.2456,2007,82,48,18,4.315789473684211
3769,707.2677,2007,82,47,18,4.315789473684211
8894,711.4822,2007,82,34,18,4.315789473684211
2445,706.1375,2007,82,49,18,4.315789473684211
4127,707.4288,2007,82,87,18,4.315789473684211
3043,706.3903,2007,82,71,18,4.315789473684211
3380,707.0896,2007,82,45,18,4.315789473684211
2491,706.1593,2007,82,48,18,4.315789473684211
8391,711.257,2007,82,52,18,4.315789473684211
2618,706.21,2007,82,50,18,4.315789473684211
9191,712.1028,2007,82,49,18,4.315789473684211
3175,706.4461,2007,82,54,18,4.315789473684211
6220,709.3814,2007,82,435,18,4.315789473684211
6216,709.3794,2007,82,43,18,4.315789473684211
3188,707.0024,2007,82,74,18,4.315789473684211
8704,711.4107,2007,82,17,18,4.315789473684211
7685,710.5609,2007,82,75,18,4.315789473684211
8476,711.2944,2007,82,79,18,4.315789473684211
9999,712.4272,2007,82,56,18,4.315789473684211
1176,705.0697,2007,82,39,18,4.315789473684211
1291,705.1206,2007,82,41,18,4.315789473684211
1627,705.2602,2007,82,63,18,4.315789473684211
2351,706.1071,2007,82,51,18,4.315789473684211
68,704.0307,2007,82,85,18,4.315789473684211
1959,705.402,2007,82,27,18,4.315789473684211
2051,705.443,2007,82,72,18,4.315789473684211
3708,707.2453,2007,81,11,18,4.2631578947368425
7852,711.038,2007,81,41,18,4.2631578947368425
1141,705.0536,2007,81,37,18,4.2631578947368425
844,704.3255,2007,81,34,18,4.2631578947368425
5405,709.0569,2007,81,25,18,4.2631578947368425
4129,707.4301,2007,81,22,18,4.2631578947368425
1555,705.2308,2007,81,11,18,4.2631578947368425
5185,708.4118,2007,81,80,18,4.2631578947368425
9489,712.2086,2007,81,30,18,4.2631578947368425
5220,708.4252,2007,81,12,18,4.2631578947368425
7766,711.0052,2007,81,37,18,4.2631578947368425
6555,710.0579,2007,81,60,18,4.2631578947368425
823,704.3187,2007,81,104,18,4.2631578947368425
3538,707.1693,2007,81,79,18,4.2631578947368425
2920,706.3363,2007,80,47,18,4.2105263157894735
8745,711.4263,2007,80,40,18,4.2105263157894735
3845,707.295,2007,80,73,18,4.2105263157894735
575,704.2238,2007,80,70,18,4.2105263157894735
6137,709.3492,2007,80,64,18,4.2105263157894735
3591,707.1908,2007,80,44,18,4.2105263157894735
581,704.2255,2007,80,35,18,4.2105263157894735
3143,706.4331,2007,80,93,18,4.2105263157894735
3686,707.2345,2007,80,47,18,4.2105263157894735
2430,706.1321,2007,80,28,18,4.2105263157894735
240,704.0986,2007,80,16,18,4.2105263157894735
3677,707.2303,2007,80,32,18,4.2105263157894735
4922,708.291,2007,80,42,18,4.2105263157894735
3151,706.4371,2007,80,62,18,4.2105263157894735
8862,711.4715,2007,80,30,18,4.2105263157894735
130,704.0579,2007,80,109,18,4.2105263157894735
6980,710.2332,2007,80,57,18,4.2105263157894735
223,704.0943,2007,80,22,18,4.2105263157894735
688,704.2685,2007,80,23,18,4.2105263157894735
7932,711.0747,2007,80,75,18,4.2105263157894735
7631,710.542,2007,80,96,18,4.2105263157894735
2263,706.0704,2007,80,26,18,4.2105263157894735
6388,709.4512,2007,80,47,18,4.2105263157894735
3316,707.0594,2007,80,34,18,4.2105263157894735
5294,709.0168,2007,79,51,18,4.157894736842105
8976,712.0162,2007,79,54,18,4.157894736842105
1895,705.3727,2007,79,45,18,4.157894736842105
8118,711.1559,2007,79,37,18,4.157894736842105
955,704.3718,2007,79,65,18,4.157894736842105
8562,711.3395,2007,79,44,18,4.157894736842105
7539,710.5026,2007,79,31,18,4.157894736842105
9323,712.1476,2007,79,62,18,4.157894736842105
9722,712.3008,2007,79,629,18,4.157894736842105
8257,711.2111,2007,79,46,18,4.157894736842105
6167,709.3643,2007,79,59,18,4.157894736842105
1112,705.0421,2007,79,106,18,4.157894736842105
6277,709.4029,2007,79,83,18,4.157894736842105
5436,709.0676,2007,79,54,18,4.157894736842105
5770,709.199,2007,79,44,18,4.157894736842105
7770,711.0069,2007,79,58,18,4.157894736842105
3554,707.1752,2007,79,27,18,4.157894736842105
3748,707.2614,2007,79,78,18,4.157894736842105
2654,706.2256,2007,79,60,18,4.157894736842105
5714,709.1766,2007,79,61,18,4.157894736842105
3868,707.3064,2007,78,13,18,4.105263157894737
3266,707.0428,2007,78,10,18,4.105263157894737
9270,712.1261,2007,78,30,18,4.105263157894737
1731,705.3053,2007,78,74,18,4.105263157894737
1830,705.3431,2007,78,39,18,4.105263157894737
96,704.0435,2007,78,32,18,4.105263157894737
6244,709.3916,2007,78,16,18,4.105263157894737
208,704.089,2007,78,33,18,4.105263157894737
2171,706.0262,2007,78,80,18,4.105263157894737
373,704.1458,2007,78,35,18,4.105263157894737
2031,705.4349,2007,78,75,18,4.105263157894737
8960,712.0034,2007,78,63,18,4.105263157894737
6732,710.1277,2007,78,15,18,4.105263157894737
558,704.2179,2007,78,68,18,4.105263157894737
1594,705.2464,2007,78,20,18,4.105263157894737
1368,705.1565,2007,78,45,18,4.105263157894737
8587,711.3528,2007,78,56,18,4.105263157894737
8102,711.1506,2007,78,28,18,4.105263157894737
4083,707.4065,2007,78,134,18,4.105263157894737
8769,711.4356,2007,78,42,18,4.105263157894737
271,704.1118,2007,78,27,18,4.105263157894737
3411,707.1022,2007,78,21,18,4.105263157894737
7288,710.3753,2007,78,14,18,4.105263157894737
6658,710.0968,2007,78,27,18,4.105263157894737
1742,705.3091,2007,78,14,18,4.105263157894737
3437,707.1156,2007,78,32,18,4.105263157894737
1175,705.0696,2007,78,91,18,4.105263157894737
4340,708.045,2007,77,54,18,4.052631578947368
4661,708.1787,2007,77,42,18,4.052631578947368
4783,708.2361,2007,77,64,18,4.052631578947368
743,704.2914,2007,77,49,18,4.052631578947368
5753,709.1937,2007,77,64,18,4.052631578947368
1913,705.3829,2007,77,59,18,4.052631578947368
3723,707.2516,2007,77,55,18,4.052631578947368
5500,709.0925,2007,77,39,18,4.052631578947368
9552,712.2346,2007,77,223,18,4.052631578947368
8963,712.0046,2007,77,36,18,4.052631578947368
3884,707.3144,2007,77,168,18,4.052631578947368
8015,711.1118,2007,77,49,18,4.052631578947368
5780,709.2033,2007,77,15,18,4.052631578947368
724,704.2837,2007,77,70,18,4.052631578947368
5594,709.1275,2007,77,26,18,4.052631578947368
6284,709.4069,2007,77,33,18,4.052631578947368
1923,705.3865,2007,77,30,18,4.052631578947368
2180,706.0295,2007,77,16,18,4.052631578947368
4711,708.2004,2007,77,52,18,4.052631578947368
2044,705.4404,2007,77,22,18,4.052631578947368
8925,711.4933,2007,77,33,18,4.052631578947368
314,704.1245,2007,77,74,18,4.052631578947368
1832,705.3438,2007,77,64,18,4.052631578947368
5332,709.0299,2007,77,15,18,4.052631578947368
1807,705.3335,2007,77,92,18,4.052631578947368
9715,712.2991,2007,77,41,18,4.052631578947368
5336,709.0307,2007,77,50,18,4.052631578947368
893,704.3473,2007,76,25,18,4.0
8366,711.248,2007,76,35,18,4.0
230,704.0953,2007,76,122,18,4.0
9855,712.3573,2007,76,58,18,4.0
9588,712.2492,2007,76,55,18,4.0
6098,709.3323,2007,76,114,18,4.0
4233,708.0017,2007,76,70,18,4.0
829,704.3203,2007,76,31,18,4.0
4415,708.0826,2007,76,31,18,4.0
2775,706.2759,2007,76,45,18,4.0
9591,712.2513,2007,76,33,18,4.0
3331,707.0679,2007,76,23,18,4.0
2387,706.1202,2007,76,39,18,4.0
4597,708.1511,2007,76,51,18,4.0
4790,708.2379,2007,76,89,18,4.0
4590,708.1482,2007,76,36,18,4.0
597,704.2309,2007,76,34,18,4.0
9835,712.3483,2007,76,98,18,4.0
9837,712.3499,2007,76,46,18,4.0
6551,710.0558,2007,76,73,18,4.0
3659,707.2237,2007,76,42,18,4.0
7945,711.0786,2007,76,35,18,4.0
5796,709.2096,2007,76,35,18,4.0
5219,708.4251,2007,76,48,18,4.0
6962,710.2237,2007,76,40,18,4.0
2154,706.0199,2007,76,7,18,4.0
606,704.235,2007,75,33,18,3.9473684210526314
7417,710.4328,2007,75,108,18,3.9473684210526314
3033,706.3886,2007,75,72,18,3.9473684210526314
1961,705.403,2007,75,44,18,3.9473684210526314
5528,709.1009,2007,75,87,18,3.9473684210526314
2309,706.0893,2007,75,73,18,3.9473684210526314
1732,705.3054,2007,75,91,18,3.9473684210526314
4985,708.3145,2007,75,60,18,3.9473684210526314
3765,707.2673,2007,75,59,18,3.9473684210526314
66,704.0299,2007,75,61,18,3.9473684210526314
1975,705.409,2007,75,56,18,3.9473684210526314
4041,707.3833,2007,75,79,18,3.9473684210526314
7371,710.4135,2007,75,62,18,3.9473684210526314
4660,708.1784,2007,75,60,18,3.9473684210526314
297,704.1189,2007,75,64,18,3.9473684210526314
3174,706.446,2007,75,55,18,3.9473684210526314
8350,711.2424,2007,75,29,18,3.9473684210526314
4771,708.2291,2007,75,56,18,3.9473684210526314
7444,710.4448,2007,75,46,18,3.9473684210526314
9805,712.3345,2007,75,26,18,3.9473684210526314
9978,712.4189,2007,75,61,18,3.9473684210526314
5394,709.0536,2007,75,48,18,3.9473684210526314
5903,709.2535,2007,75,21,18,3.9473684210526314
5173,708.4037,2007,75,39,18,3.9473684210526314
9904,712.3804,2007,75,35,18,3.9473684210526314
4503,708.1163,2007,75,47,18,3.9473684210526314
2670,706.2338,2007,75,46,18,3.9473684210526314
1201,705.0793,2007,75,42,18,3.9473684210526314
7548,710.5052,2007,75,78,18,3.9473684210526314
878,704.3414,2007,75,79,18,3.9473684210526314
2972,706.364,2007,75,61,18,3.9473684210526314
5431,709.0654,2007,75,54,18,3.9473684210526314
9941,712.4014,2007,75,87,18,3.9473684210526314
8014,711.1115,2007,75,120,18,3.9473684210526314
2649,706.2234,2007,75,82,18,3.9473684210526314
8051,711.1284,2007,75,48,18,3.9473684210526314
9731,712.3048,2007,75,15,18,3.9473684210526314
3849,707.2962,2007,74,99,18,3.8947368421052633
86,704.0381,2007,74,71,18,3.8947368421052633
380,704.1502,2007,74,62,18,3.8947368421052633
8255,711.2106,2007,74,37,18,3.8947368421052633
775,704.3034,2007,74,57,18,3.8947368421052633
8659,711.3886,2007,74,67,18,3.8947368421052633
5882,709.2435,2007,74,66,18,3.8947368421052633
5889,709.2467,2007,74,13,18,3.8947368421052633
5923,709.2595,2007,74,32,18,3.8947368421052633
6000,709.2951,2007,74,39,18,3.8947368421052633
2158,706.0209,2007,74,29,18,3.8947368421052633
8323,711.2321,2007,74,38,18,3.8947368421052633
8634,711.378,2007,74,36,18,3.8947368421052633
8993,712.0218,2007,74,65,18,3.8947368421052633
4497,708.1149,2007,74,51,18,3.8947368421052633
9175,712.0927,2007,74,78,18,3.8947368421052633
6450,710.0096,2007,74,14,18,3.8947368421052633
7986,711.0994,2007,74,24,18,3.8947368421052633
9181,712.0965,2007,74,52,18,3.8947368421052633
8213,711.1999,2007,74,31,18,3.8947368421052633
5468,709.0813,2007,74,45,18,3.8947368421052633
6616,710.0784,2007,74,52,18,3.8947368421052633
3383,707.091,2007,74,48,18,3.8947368421052633
8099,711.1495,2007,74,53,18,3.8947368421052633
2599,706.2009,2007,74,97,18,3.8947368421052633
5293,709.0167,2007,74,37,18,3.8947368421052633
653,704.2558,2007,73,51,18,3.8421052631578947
6821,710.1654,2007,73,32,18,3.8421052631578947
154,704.0676,2007,73,38,18,3.8421052631578947
3933,707.3335,2007,73,43,18,3.8421052631578947
2614,706.2075,2007,73,34,18,3.8421052631578947
4763,708.2258,2007,73,38,18,3.8421052631578947
8997,712.0244,2007,73,66,18,3.8421052631578947
5763,709.1964,2007,73,80,18,3.8421052631578947
4603,708.1518,2007,73,46,18,3.8421052631578947
7201,710.3383,2007,73,57,18,3.8421052631578947
6521,710.0416,2007,73,22,18,3.8421052631578947
3846,707.2951,2007,73,44,18,3.8421052631578947
4169,707.4478,2007,73,46,18,3.8421052631578947
110,704.0477,2007,73,30,18,3.8421052631578947
256,704.1071,2007,73,47,18,3.8421052631578947
4725,708.2057,2007,73,26,18,3.8421052631578947
4170,707.4479,2007,73,61,18,3.8421052631578947
8426,711.2686,2007,73,90,18,3.8421052631578947
5586,709.1236,2007,73,73,18,3.8421052631578947
3527,707.1636,2007,73,29,18,3.8421052631578947
9334,712.1515,2007,73,26,18,3.8421052631578947
4413,708.0822,2007,73,38,18,3.8421052631578947
9444,712.1888,2007,73,63,18,3.8421052631578947
2825,706.3,2007,73,19,18,3.8421052631578947
3448,707.1232,2007,73,46,18,3.8421052631578947
2828,706.3014,2007,73,23,18,3.8421052631578947
3756,707.2638,2007,73,7,18,3.8421052631578947
4331,708.0414,2007,73,120,18,3.8421052631578947
1311,705.1319,2007,73,18,18,3.8421052631578947
796,704.3097,2007,73,120,18,3.8421052631578947
3230,707.0269,2007,73,68,18,3.8421052631578947
2407,706.1257,2007,73,86,18,3.8421052631578947
3803,707.2782,2007,73,90,18,3.8421052631578947
6806,710.16,2007,72,32,18,3.789473684210526
3420,707.1062,2007,72,34,18,3.789473684210526
614,704.2407,2007,72,19,18,3.789473684210526
8025,711.1162,2007,72,54,18,3.789473684210526
638,704.2472,2007,72,40,18,3.789473684210526
4123,707.4279,2007,72,65,18,3.789473684210526
6149,709.3555,2007,72,28,18,3.789473684210526
3399,707.0959,2007,72,71,18,3.789473684210526
9582,712.247,2007,72,36,18,3.789473684210526
16,704.0139,2007,72,40,18,3.789473684210526
3104,706.4124,2007,72,102,18,3.789473684210526
8754,711.4297,2007,72,57,18,3.789473684210526
539,704.212,2007,72,47,18,3.789473684210526
5096,708.3716,2007,72,51,18,3.789473684210526
2049,705.4422,2007,72,25,18,3.789473684210526
3410,707.1019,2007,72,86,18,3.789473684210526
6083,709.329,2007,72,35,18,3.789473684210526
6579,710.0637,2007,72,60,18,3.789473684210526
6328,709.427,2007,72,83,18,3.789473684210526
6433,709.4667,2007,72,20,18,3.789473684210526
8953,712.0017,2007,72,89,18,3.789473684210526
7748,711.0001,2007,72,121,18,3.789473684210526
7637,710.5435,2007,72,26,18,3.789473684210526
5568,709.1158,2007,72,107,18,3.789473684210526
7098,710.2894,2007,72,32,18,3.789473684210526
1378,705.1605,2007,72,34,18,3.789473684210526
4537,708.1261,2007,72,65,18,3.789473684210526
7129,710.3054,2007,72,27,18,3.789473684210526
239,704.0979,2007,72,58,18,3.789473684210526
3681,707.2325,2007,72,21,18,3.789473684210526
8802,711.4482,2007,72,93,18,3.789473684210526
4452,708.0966,2007,72,55,18,3.789473684210526
72,704.0316,2007,72,91,18,3.789473684210526
1367,705.1563,2007,72,65,18,3.789473684210526
5456,709.0766,2007,71,68,18,3.736842105263158
2159,706.021,2007,71,79,18,3.736842105263158
4805,708.244,2007,71,53,18,3.736842105263158
122,704.0543,2007,71,20,18,3.736842105263158
5279,709.0093,2007,71,44,18,3.736842105263158
1059,705.0185,2007,71,20,18,3.736842105263158
288,704.1152,2007,71,34,18,3.736842105263158
5447,709.0733,2007,71,51,18,3.736842105263158
8574,711.3462,2007,71,32,18,3.736842105263158
8318,711.2312,2007,71,93,18,3.736842105263158
1355,705.1534,2007,71,53,18,3.736842105263158
6074,709.3258,2007,71,119,18,3.736842105263158
3038,706.3895,2007,71,91,18,3.736842105263158
4897,708.2822,2007,71,59,18,3.736842105263158
7127,710.3041,2007,71,21,18,3.736842105263158
2440,706.135,2007,71,87,18,3.736842105263158
1719,705.3018,2007,71,87,18,3.736842105263158
6626,710.0814,2007,71,70,18,3.736842105263158
5871,709.2397,2007,71,15,18,3.736842105263158
419,704.163,2007,71,33,18,3.736842105263158
4700,708.1945,2007,71,44,18,3.736842105263158
8263,711.2142,2007,71,29,18,3.736842105263158
1658,705.2736,2007,71,25,18,3.736842105263158
8970,712.0112,2007,71,84,18,3.736842105263158
3660,707.224,2007,71,57,18,3.736842105263158
7475,710.4549,2007,71,90,18,3.736842105263158
5184,708.411,2007,71,58,18,3.736842105263158
7069,710.2737,2007,71,52,18,3.736842105263158
8952,712.0012,2007,71,12,18,3.736842105263158
2971,706.3632,2007,71,17,18,3.736842105263158
9259,712.123,2007,71,30,18,3.736842105263158
2552,706.1847,2007,71,53,18,3.736842105263158
7183,710.3325,2007,71,22,18,3.736842105263158
6838,710.1718,2007,70,78,18,3.6842105263157894
3512,707.1545,2007,70,90,18,3.6842105263157894
493,704.191,2007,70,44,18,3.6842105263157894
2005,705.4196,2007,70,77,18,3.6842105263157894
6989,710.2351,2007,70,50,18,3.6842105263157894
3995,707.362,2007,70,28,18,3.6842105263157894
8567,711.3418,2007,70,63,18,3.6842105263157894
9702,712.2949,2007,70,89,18,3.6842105263157894
8394,711.2574,2007,70,26,18,3.6842105263157894
2025,705.4311,2007,70,26,18,3.6842105263157894
6619,710.079,2007,70,55,18,3.6842105263157894
3418,707.105,2007,70,76,18,3.6842105263157894
3910,707.325,2007,70,19,18,3.6842105263157894
3959,707.3436,2007,70,78,18,3.6842105263157894
6533,710.0465,2007,70,15,18,3.6842105263157894
2029,705.4343,2007,70,35,18,3.6842105263157894
4556,708.1338,2007,70,26,18,3.6842105263157894
2969,706.3624,2007,70,88,18,3.6842105263157894
1400,705.1688,2007,70,37,18,3.6842105263157894
7739,710.5881,2007,70,43,18,3.6842105263157894
4094,707.4127,2007,70,45,18,3.6842105263157894
183,704.0797,2007,70,13,18,3.6842105263157894
1852,705.3514,2007,70,38,18,3.6842105263157894
9051,712.0455,2007,70,34,18,3.6842105263157894
5315,709.0256,2007,70,110,18,3.6842105263157894
4152,707.4419,2007,70,70,18,3.6842105263157894
7885,711.052,2007,70,35,18,3.6842105263157894
6737,710.1292,2007,70,34,18,3.6842105263157894
1794,705.3274,2007,70,36,18,3.6842105263157894
8774,711.4367,2007,70,29,18,3.6842105263157894
8791,711.4431,2007,70,71,18,3.6842105263157894
4198,707.4599,2007,70,61,18,3.6842105263157894
2593,706.1995,2007,70,81,18,3.6842105263157894
4270,708.0149,2007,70,48,18,3.6842105263157894
1866,705.362,2007,70,29,18,3.6842105263157894
2279,706.0784,2007,70,75,18,3.6842105263157894
9260,712.1232,2007,70,70,18,3.6842105263157894
4065,707.3998,2007,70,52,18,3.6842105263157894
567,704.2204,2007,70,25,18,3.6842105263157894
9136,712.0778,2007,70,7,18,3.6842105263157894
6811,710.1631,2007,69,85,18,3.6315789473684212
1988,705.4109,2007,69,47,18,3.6315789473684212
8764,711.4348,2007,69,16,18,3.6315789473684212
8999,712.0247,2007,69,61,18,3.6315789473684212
5526,709.1003,2007,69,27,18,3.6315789473684212
1957,705.4012,2007,69,46,18,3.6315789473684212
4643,708.1721,2007,69,53,18,3.6315789473684212
1648,705.2695,2007,69,43,18,3.6315789473684212
3302,707.0545,2007,69,18,18,3.6315789473684212
4157,707.4434,2007,69,58,18,3.6315789473684212
9021,712.0343,2007,69,37,18,3.6315789473684212
1889,705.3704,2007,69,68,18,3.6315789473684212
7507,710.4881,2007,69,67,18,3.6315789473684212
6873,710.1841,2007,69,29,18,3.6315789473684212
1142,705.0538,2007,69,61,18,3.6315789473684212
2191,706.0364,2007,69,29,18,3.6315789473684212
4176,707.45,2007,69,70,18,3.6315789473684212
6430,709.4636,2007,69,22,18,3.6315789473684212
7819,711.0267,2007,69,40,18,3.6315789473684212
2563,706.1891,2007,69,42,18,3.6315789473684212
270,704.1116,2007,69,50,18,3.6315789473684212
672,704.263,2007,69,16,18,3.6315789473684212
1702,705.2969,2007,69,34,18,3.6315789473684212
8045,711.1267,2007,69,40,18,3.6315789473684212
6079,709.3281,2007,69,29,18,3.6315789473684212
3544,707.1702,2007,69,43,18,3.6315789473684212
3954,707.3415,2007,69,72,18,3.6315789473684212
6338,709.429,2007,69,30,18,3.6315789473684212
1914,705.3835,2007,69,58,18,3.6315789473684212
2259,706.0676,2007,69,61,18,3.6315789473684212
1246,705.1007,2007,69,42,18,3.6315789473684212
4550,708.1325,2007,69,88,18,3.6315789473684212
1864,705.3611,2007,69,95,18,3.6315789473684212
7319,710.3874,2007,69,73,18,3.6315789473684212
5914,709.2561,2007,69,41,18,3.6315789473684212
3082,706.4046,2007,69,93,18,3.6315789473684212
1691,705.291,2007,69,81,18,3.6315789473684212
4806,708.2444,2007,69,36,18,3.6315789473684212
5340,709.0328,2007,69,19,18,3.6315789473684212
5489,709.0881,2007,69,30,18,3.6315789473684212
356,704.1388,2007,68,43,18,3.5789473684210527
6283,709.4062,2007,68,16,18,3.5789473684210527
4504,708.1164,2007,68,84,18,3.5789473684210527
6448,710.009,2007,68,75,18,3.5789473684210527
9230,712.1146,2007,68,53,18,3.5789473684210527
7716,710.5732,2007,68,62,18,3.5789473684210527
7797,711.0211,2007,68,92,18,3.5789473684210527
7618,710.5354,2007,68,46,18,3.5789473684210527
5740,709.1887,2007,68,77,18,3.5789473684210527
7653,710.5508,2007,68,18,18,3.5789473684210527
1677,705.2814,2007,68,17,18,3.5789473684210527
1097,705.0357,2007,68,42,18,3.5789473684210527
6956,710.2213,2007,68,33,18,3.5789473684210527
5790,709.2076,2007,68,77,18,3.5789473684210527
1563,705.2359,2007,68,24,18,3.5789473684210527
7255,710.3616,2007,68,27,18,3.5789473684210527
3972,707.3485,2007,68,45,18,3.5789473684210527
850,704.3271,2007,68,108,18,3.5789473684210527
5756,709.1944,2007,68,53,18,3.5789473684210527
2963,706.3593,2007,68,82,18,3.5789473684210527
4155,707.4423,2007,68,33,18,3.5789473684210527
6071,709.3232,2007,68,24,18,3.5789473684210527
2929,706.3409,2007,68,54,18,3.5789473684210527
6209,709.3772,2007,68,70,18,3.5789473684210527
5962,709.2766,2007,68,10,18,3.5789473684210527
1244,705.0996,2007,68,82,18,3.5789473684210527
8705,711.4109,2007,68,56,18,3.5789473684210527
5944,709.2699,2007,68,47,18,3.5789473684210527
9648,712.2759,2007,68,29,18,3.5789473684210527
3027,706.3855,2007,68,79,18,3.5789473684210527
6362,709.4414,2007,67,137,18,3.526315789473684
8046,711.1274,2007,67,58,18,3.526315789473684
6246,709.3924,2007,67,177,18,3.526315789473684
3970,707.348,2007,67,23,18,3.526315789473684
7767,711.0053,2007,67,55,18,3.526315789473684
8746,711.4264,2007,67,108,18,3.526315789473684
2461,706.15,2007,67,37,18,3.526315789473684
9108,712.0671,2007,67,70,18,3.526315789473684
6029,709.308,2007,67,31,18,3.526315789473684
7836,711.0329,2007,67,78,18,3.526315789473684
1000,704.3944,2007,67,12,18,3.526315789473684
5429,709.0645,2007,67,36,18,3.526315789473684
2989,706.3706,2007,67,247,18,3.526315789473684
9707,712.2975,2007,67,70,18,3.526315789473684
8104,711.1518,2007,67,27,18,3.526315789473684
